F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,target,group,level-0,level-1,level-2
0.6144504579362384,0.6922839397165252,0.6474688327154107,1.5966663835835724,0.6127285559225323,0.6302581480655071,,,,0.5171792629608896,,0.5807260229334041,,0.45711810478072085,0.41923792375657737,0.321913678525748,1.5171106321418817,,0.1958326347627779,0.48131237097932783,0.27888596470643956,1.3735900647823072,0.5410145288425445,0.38239104357216713,,0.40462418239160547,0.5539641366085184,,0.7334181838120608,0.24632775208911814,,0.33392903254394146,0.46566129727862626,,1.560953771978395,0.5103394454318528,0.4490111087486454,,0.7734035143067829,0.8082602326419288,1.482206002593841,,,0.7206046642656069,0.8717922558374557,,0.45385890326441103,0.42054041729158737,0.23869578245261414,,2.3640684203540747,0.12684464968260975,,0.7260816723641716,0.7933621969435424,,,0.4919585743411719,1.4341781381101462,0.2780230298860074,0.42161037489418834,0.49938821650784065,0.8443248328091633,1.5229146029180174,,,2.5281782250035385,0.7375152650312803,1.466859723500841,2.783703359150126,0.44526996863569546,,0.5215167588252568,,0.2451958754116625,,0.9224325886330987,0.31150058255169544,0.3647575849867895,0.47452031361358316,1.438453385470262,1.388511440528366,0.4159354262603935,0.7491452572522344,0.4254195013141188,,0.8652915460066865,,,1.5772532222089133,,0.7924846525276708,1.6346217055574859,0.6984354028312615,0.6539489202115562,0.6485761582330577,1.4158869569695314,1.567079373631524,,0.4579137515970428,52,GE-OM3-13,Engine,Gasoline,GE-OM3
,0.9790630893400137,,,,0.48709108458275807,0.9378053205388648,0.29330611274714175,,,0.5579366204876082,,0.9399493064084412,0.0,,,0.49298121328817435,0.0,,0.6029814688654039,0.6904604536344705,0.0,0.7990120670795884,,0.5332807961817706,0.050686255266067376,0.42121274255958613,,0.7998534603480169,0.7964714802102485,,0.48890024711227115,0.3591968436622109,0.7729412364257782,1.2895620746409755,0.521265654065748,0.5098541350272902,0.5791057550580141,0.5655544902628113,0.5112363812713875,0.5401567992006506,1.0,0.8493428419909463,0.23920551810422794,0.4840286286155565,0.349477174672273,0.22980482923805562,0.6024730481734102,0.667667406908226,0.4847991662364117,1.0,0.3772304247494911,0.268778986574218,0.5938724370203481,1.0,1.055547359290523,,0.5302795910226767,1.5775674441382495,0.41424850822547443,0.6371204065360653,0.1833403822193774,0.6456458510318437,1.4307146385190257,,0.38876032508944147,1.7436163195567191,0.0,1.0,1.5702313683294804,,,0.9320520392323394,0.6459630497765542,,0.7873162850996741,0.483840541049166,0.0,,0.48675745330146497,0.4325457099335987,1.7706084319931885,,,0.2259860858909929,0.3328034742843932,,0.4525313400328737,,0.20120044932773343,0.6490603648269478,0.4326100672931965,0.7433195976160298,0.22035563816087683,0.20808129752754997,0.6658513694652017,1.5058886105691465,,0.0,,43,DE-OM2-5,Engine,Diesel,DE-OM2
0.26897519525969726,0.12230505757697589,0.5643977850850251,0.7317178822487228,0.602555553816809,0.4458137617669022,1.482485792852793,1.4908177485022158,,0.6734973206964379,,0.40643811679221137,,0.6410885531100043,0.143021552872172,0.2642732485741894,1.5343050140284453,0.4520700446027216,0.5369635859119456,0.47444340624202175,0.7280801370105567,1.5926355325911645,0.07218155259037295,0.8497090615706899,0.5226341580017902,0.5908404310507389,0.12193093482387057,3.9493534759015807,0.23968080169132466,,,0.615013085407453,0.5515567926116857,0.40258206187884277,1.5069384746829608,0.6397893620271196,0.41928416451152317,,0.3749716421003843,0.918857552593886,1.7266032477298099,,1.3225354409470174,1.0,,,0.380125993860511,,0.12142153220922079,,2.6272929174378348,0.4026616237781676,0.4482163063835962,0.14021465367741634,0.3447547320171476,1.3119593135807,0.5478126254535118,0.5194872610748855,1.9686757940627269,0.5769634006939084,0.19592548553391667,0.7804540337371315,,1.3268969184476664,0.5276953714999412,,1.2187090288964157,0.33659466211308436,0.41023851467760686,1.8175068525553735,0.7597862241600378,0.6882554734732421,0.0,0.22985562638838294,0.370972503909292,,0.3859757548842901,0.7008132291914572,,0.11553615527014677,1.3113229013423602,1.4259295059713968,0.5308276051682321,,0.735638332344177,,0.3319919010196572,,,1.8983446958570847,0.9621066351368348,0.3079500569149297,2.0,,0.4278057128651479,0.08802651692725373,1.534473942512553,1.6706157198258913,,0.4004724215999439,64,GE-OM3-9,Engine,Gasoline,GE-OM3
,0.10266108411488832,0.22805574282216548,0.25079606527311205,0.487992096474507,,1.510440608460386,0.12119864090471315,,,,1.0,,0.7434938177076591,0.939680661641003,0.44348389454828474,1.7529525259280736,0.6862915494405154,0.0,0.6506069733596485,0.994533410358239,1.7763368970957938,0.6230844340169137,0.2051482974593352,,,0.9662848561168238,4.0,0.4982502695247266,0.015869434163825472,,0.3390404447267089,0.8095296360719442,0.5587284483848177,1.5233977735344595,0.9762718947876999,0.1968068640219139,,,0.22837508599261297,1.64575236086112,,1.0,0.03055051182681458,0.5347657869361963,,0.6262880382435864,0.4500204199498456,,,2.3233927427309142,0.8504126081478722,0.5409722952161174,0.0,0.6915277084025899,1.8238160933867085,0.3737758910223516,0.125393531902631,1.2562161140150554,0.8492368628367504,0.17755071454796145,0.25477205190312846,0.3689465408550134,1.0,0.7431600965613933,,1.3525328749417556,0.39998597022305576,0.6274567982107283,1.4997412032860076,0.6837666589787655,0.7733728313183987,0.44067642890458003,0.7126969232305538,0.6911257068485034,,0.6641653146457657,0.888813705680174,0.2793496541340366,,1.312668877641259,1.3697004480188206,0.4705598941680357,0.3296044133378018,0.802024467345718,,0.6008621009279101,,,1.4429878872976456,0.5172516532782869,0.11006391558166442,0.7985936364433307,0.4322814416191887,0.8313391655665101,0.3324100792798035,1.3511699161816049,0.7988291942591637,,,58,GE-OM3-6,Engine,Gasoline,GE-OM3
0.6087926038114372,,0.3966052124456844,1.0458492860184079,0.41455346954132094,0.5023679000401723,1.2355644692196925,1.5821921946314297,,0.36604268917759897,,0.5279077699532171,,0.6547950520431893,0.4295193713833806,0.2247963477066715,1.4213337562841972,0.32286496609748644,0.4334215950830178,0.6135080998801524,0.5069273091775792,1.0,0.2156392924917431,0.6079523612758653,,0.6135550143896507,0.5407820217704217,3.520212813705312,0.6402584241435257,0.7254418793324324,,0.17796825694213608,0.8318562325781539,,1.442328502642059,0.2694160020607712,0.6510422751470173,,0.6518759759514853,0.5154518427085608,1.261182521994718,,1.633177086443509,0.17435936638494623,0.49161005322620976,,0.5297122254329996,,0.6267748951532984,,2.7499030123801487,,,,0.676627292347437,1.3335077667531956,,,1.6417995830956542,0.4723165782798849,0.7725504361319042,0.6267773653379304,0.4075043666165823,1.4057013470104094,,,2.6402780114421205,0.25527475539826855,1.2233446467610587,2.10797648966021,0.6506233407667231,,0.666371437148638,0.6433492928555252,0.5257317238681071,,,0.5361888419917736,0.5159444544803875,0.3830829759148168,1.4885557062012702,1.6090223441611604,0.3607206568540718,0.5077436470938699,0.2298895209186186,,0.5164521486227237,,,1.2274371542290536,,0.22566961982463069,1.5479861372514532,0.7984768309258463,0.5610372726694224,0.6847093619521345,1.7236070842452587,1.5806977984913755,,0.5856550130180862,52,GE-OM3-13,Engine,Gasoline,GE-OM3
0.5306258564592459,0.555440758547389,0.40872755951013456,0.3537274048971135,0.7710161961432354,,0.737634392476031,,,0.7247011414481351,,0.5372185357347679,,,,,0.7531639116979939,,0.6625750562188137,0.44979814930170475,0.0,0.6992936988712267,0.7727723398198006,0.30477702144697416,1.0,0.7128256556985931,0.3470046442492375,1.4711495975365654,0.9365518068651866,0.4455378308959433,,0.45413187816209355,0.5596041344536388,,1.0871308115965228,0.2865123020724001,0.2636095641744665,0.671620208139412,0.5693768461085084,,0.4331195274340049,0.4102121135659172,1.3566710540040616,0.33522508125498984,0.8654009532205277,,0.5348841248701887,0.652548078630276,0.6860181050835831,0.4093561956133616,2.708575668364837,0.6168024566222123,0.5062783387140124,,0.501721727478596,1.364698910061589,0.48681926669274544,,1.7088347964742683,0.2660669900056048,0.22486550340765685,0.3615925522887185,0.6447238691885849,1.3972402229998446,,0.532472500061865,1.5116054654459385,0.5637141696841813,0.36045622378493913,,0.4702355710694206,0.5752888081773065,0.7805741899783548,0.33157642073091087,0.5408495430495909,0.6149309510597679,0.42189382694802774,0.4713060377724912,,,,1.598309803279382,0.7749262229393002,0.6544720061958201,0.2336626112456859,,,0.553900526870257,,0.4075710756509227,0.6128846719999287,0.5151824895318695,,0.4334322779232013,0.18595582079126788,0.2997094510651756,2.0,0.632177569372206,,0.13543083562376812,52,GE-OM1-3,Engine,Gasoline,GE-OM1
,0.19069688688662478,0.731221542605626,0.759566166479217,,0.5480140231046584,0.3589149985754078,0.0005962381455118554,0.7288547469929282,0.39607795089382014,,,0.5224469686869264,0.5176719799156089,,0.6837147267218382,0.35776952154162794,0.813271567306406,,0.6918224110138389,0.5622278683084775,0.6441303050498168,0.96642332464376,0.6256264478549873,0.09706578941828142,0.39629849987088206,0.5920296657659524,1.535351586641307,,,,0.7292529806836784,0.3740262494919451,0.13025413243249082,1.4823283837667312,,0.575839537549456,0.7607859100721767,,0.5901608228154241,0.13553551584090598,0.5382280026400105,0.50349644837858,0.6997837523508165,0.6766009941153368,1.6783138150378476,0.6439170561789638,0.2928406187174882,0.40670861992604024,0.44610199057336414,,0.0,0.5922579205694141,0.48398581180022093,,1.0,,0.21179301200748887,1.159384073958287,0.6885923550135723,0.7328259335029759,0.30388423659887426,0.7966708308788302,1.6012624917846123,,0.7422071905177501,2.0,,0.7641333886463364,,0.4676400249465008,0.5965176365399794,0.7691417967944665,0.7492651180330291,,,0.855847925789367,0.2386496507394065,0.2465171676654546,0.30404863158945816,1.6651799338842563,1.1880059250135344,0.46862686346929644,0.6676249559267795,0.3829449093490278,0.4069859764360754,0.8350498268292164,0.8455852803049615,0.4141599420307273,1.0,0.5893452122249547,,0.5437855865958787,0.12488025179987723,0.7572686857001006,,1.0,,0.4516591692726409,,47,DE-OM3-3,Engine,Diesel,DE-OM3
0.44155223703562896,0.6409350731003618,0.5379902790916417,0.9257334604334667,0.38575854970461815,0.9842921554500454,,0.0,,0.3801480246856937,,0.12611263826083816,,0.0,0.44113493400860754,0.0,,0.5629771707746344,0.5796856816635785,,,,0.1705350616846984,0.6864328088230915,,,0.5730170569580926,3.32707556220089,0.027542354434424193,0.5188108695534888,,0.2789336312453163,0.2743203156009582,0.7208541246957211,1.6582509135687986,0.5499906706556289,0.48516735159986824,,0.6320988469663942,0.8498695911578752,1.2531082838011107,,1.5826916255003325,0.19956152982155714,0.107927567083764,,1.0,0.2285905674602783,0.0,,2.7614858149378456,0.819378197100747,0.7215482480543562,0.49043761533119473,0.22327189090123323,1.3837591361844974,0.5703015395102793,0.7001408002840666,1.4439899533089804,0.6580901478735743,0.8490945817242574,0.6532946402768427,0.3083006009682034,1.3757402794888764,0.792851959549975,,1.19127133994062,0.6928064038122937,0.8943611012660383,1.0405621156812994,0.577884080813976,0.3966891655635119,0.23238460446970508,0.5476960756588057,0.35502492942559444,,,0.6370455303952319,0.3064869211314456,0.7991414024951932,1.8244912530773443,1.2120321675795458,0.5047876473774926,0.3655329760597897,1.0,,0.9070530389714873,,,1.8688080191419396,0.19547898417621987,0.49782314622187684,,0.6217737773236943,0.475629435254434,1.0,1.5849035078272982,0.6380405427245612,,0.3444463431438811,51,GE-OM3-5,Engine,Gasoline,GE-OM3
0.433334373190224,0.575807064078669,0.3727030299123848,1.3428683829643602,0.37299239657464855,0.6815378721837481,1.6937689062605368,1.4984154596832575,,0.45517210364870164,,0.5166884496509423,,0.7361726511623373,0.3118497194907354,0.32791652702686086,1.5196270338553175,0.06291433412984337,0.6884537815153435,0.7822076270576843,0.335074080741002,1.3595150581740092,0.7591566572044031,0.4325063755121037,,0.5704291811760251,0.5341326252003142,3.434537767406139,0.42252120409471444,0.2942743429328146,,,0.506138990129399,,1.4962369684053949,0.5140230709476529,0.44616147950739027,,0.5009168334895657,0.31943590904425373,,,1.9468926325735025,0.07166355151894707,0.5447307945269261,,0.40809864564601966,0.6652331287632722,,,2.289814070837204,0.49868550567486497,,0.6506785502447651,,1.687170792370493,,0.3660258969399686,1.6148205079292923,0.28734898956621685,0.5345517225551446,,0.18406932575529636,1.750953806308054,,,2.5096925182353105,0.37641380195874513,1.5146538302546972,2.5780377007584065,0.5172107576357187,,0.3855142320703474,0.27811589171671414,0.37126953629512754,,0.746128981672065,0.480139256639163,0.4822138171588235,0.5020525769352634,1.5615452437355815,1.6807120907255066,0.8535615856039621,0.1628275155255094,0.4344790829225138,,0.755663701871314,,,1.3708975577781888,0.6058514916325926,0.7084089346558701,1.5336500990727142,0.7513125765220395,0.6705322550745968,0.23180323561879404,1.5294645881817317,1.652550820197149,,0.5756148917397875,48,GE-OM3-13,Engine,Gasoline,GE-OM3
0.5461119296357443,0.870921178595624,0.8536611836726572,0.45725506936978283,,,0.3255263955391737,,,0.5144893409726953,,0.36028270275318713,,,,,0.9931228497605908,0.41224600168873926,0.1017159617722591,0.4908250462217986,0.08220424709130647,0.5396339322685073,0.31817331055563436,0.40889064134557346,,0.7173325589013977,0.3156629246955026,1.4505360793876179,0.6193079511695169,0.6564783417938592,,0.3275021896263481,0.6608853341555095,,1.8060236629485336,0.012409563660126287,0.44505350534230076,0.3839990070518,0.5924654302731595,0.9165524862975245,0.44060845542950344,0.25335445137096835,1.4610588429958082,0.5480608677772335,0.39460671585177165,,0.5181757877950527,0.46867171472793856,0.4711486654308006,0.4708547540096213,2.3339602555083134,0.4207069197168887,0.3874570215897312,0.4192310979526735,0.009243612880031778,1.2788276359391015,0.66706936650159,,1.660409153116917,0.829688225987848,0.5001978182928809,0.4699276134509547,0.7015002039464624,1.5731331956796888,,0.3727872590910573,1.7268146803125073,0.28012575499458675,0.49176305994327796,,0.39386888826543676,0.6654140849430836,0.787217446629861,,0.5777780176491252,0.46906240951709477,0.5632939482935764,0.43281286174496136,,0.3097564873064844,,1.89017081600486,0.537323062044932,0.23064586169326204,0.24084271453450384,,0.8776918681646629,0.650276115702052,,0.8338752850561022,0.39028139474897605,0.7522348725499769,,0.6844890847939068,0.42202200020417824,0.3068089066637819,1.658218544414439,1.0,,0.21688424443278895,41,GE-OM1-3,Engine,Gasoline,GE-OM1
