F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,target,group,level-0,level-1,level-2
,0.0,0.3073523333785401,0.37049981441099034,,0.314322419808329,0.6488124035542765,0.4674874876147752,0.6778927818428271,0.6166022987538943,,,0.0,0.767103815962004,,0.9534923398234803,0.8795179743140629,0.5608760089315736,0.0,0.5558601884828005,,0.2085114524318774,0.6580161714579937,0.4170601628288444,0.3999055765681927,0.42596652718364225,0.7769025415207347,1.3963134513265254,,,0.23575678202978798,0.5181405019755976,0.7620863113812661,1.0,1.0146992423901555,,0.8282173338664724,0.5470725045739429,,0.38336487975638395,0.5098261633079348,0.0,0.620759509103283,0.5073383640194834,0.6746161563960275,1.7090933754906916,0.6112435147738422,0.6569434649289376,0.4693445010508153,0.34549570594991097,,0.7377727802741443,0.7126869908072874,0.5270871820415951,,1.592023483787247,,0.9182343232648961,,0.36810824381445256,0.39279329401584306,0.8860349579914919,0.22401429950314908,1.4800090129148118,,0.44649421754308666,1.1349463831008189,,0.5425931500185538,,0.5624619155871905,0.8988035994442263,0.4533124177436774,0.2983603885060888,,,0.6934375148770694,,0.36285129804491684,0.45134677822719543,1.2347540683275868,1.5882930110225069,0.0,0.46129024400190594,0.7024843538751759,0.48110451923585534,0.8573769537506989,0.5690306870862751,0.6334056460996768,0.49046560515180754,0.5312988450273749,,0.8793134803647713,0.8040546356652074,0.4971036935458851,,1.4719977495434375,,0.3117733092817789,,43,DE-OM3-3,Engine,Diesel,DE-OM3
0.6676884922426823,0.784344782813465,0.5666100265919825,1.8633426481928423,0.28865827284905354,0.41278158838259604,1.5926051053680386,1.4890069837703417,,0.7581484457432314,,0.8042799015184522,,0.583188036557011,0.544569183605631,0.22866450819871703,1.4782799461645437,0.46253552689967486,0.47229542171149425,0.39815098344234706,0.42814776937518395,1.5746022653114147,0.2991897473945508,0.49838826017140087,,0.5596943407623272,0.4885605502280878,3.4558418992586155,0.24325976918887987,0.5466461028372643,,0.4701232615251222,0.33284146764677935,,1.4756049756835905,0.44220541118157075,0.5659517609316733,,0.3453031755663216,0.43217288370684753,1.3430183144478518,,1.4089443762631895,,0.16009255532491107,,0.4183822003118548,1.0,0.21494784129680197,,2.4559576955438316,0.2633885927169438,,0.31670349634180994,0.43609412524472496,1.5691063309443583,,0.41605184486668695,1.531726386309689,0.5928446123702511,0.523243991958514,0.656674705197232,0.6411566715246646,1.3922129532481198,,,2.3953369514223186,0.3725712717476259,1.4636555931651472,2.598150242241533,0.4822940788811497,,0.6014410924053192,0.5049056835500801,0.46393273844419874,,0.3169817741793654,0.5679820718715952,0.4879938376032401,0.4923246836486435,1.2734468509156087,1.6225677545397232,0.5976177254028588,0.7484166108070626,0.30493260217290885,,0.4429984933507229,,,1.3814543895717282,0.5430378553056162,0.5283815404404302,1.3020571586189993,,0.8273654643992869,,1.6771993918531014,1.4006604704552263,,0.2356873729166433,63,GE-OM3-13,Engine,Gasoline,GE-OM3
0.42561719704908413,0.6297731690038446,0.4717406321027587,1.463005078285021,0.4382540624633483,0.6395772574809899,1.5798021635717845,1.7186136643202543,,0.35441114653155154,,0.32779994857628086,,0.5782468801842228,0.8308358553181973,0.37873491122119496,1.4489571178223528,0.2731250366368155,0.8991611920975235,0.5115658655019898,0.3027637059009097,1.766111271116616,0.8403017844340746,0.601569584390192,,0.23639555732877296,0.4763447308254947,3.392923914208868,0.49334743741395354,0.5138248434234636,,0.44285456910870863,0.5328953350058103,,1.5170385764338115,,0.5526497785809232,,0.513028676980777,0.2561573225917869,1.2914232678649618,,1.4654648563016819,0.6931082916319122,0.0,,0.4807445591427402,,0.551409081016455,,2.670409836916744,0.5192114211083714,,0.49982722273657465,0.2959117937114502,1.354989932068204,,1.0,1.423386930335817,0.6137444621776964,0.38370291166348847,0.4209971468693357,0.46076275530886707,1.6214742850961608,,,2.4255912768639734,0.5900598297156893,1.5801360393180013,2.59225672194852,0.6389181754926433,,0.02915736525525194,,0.7236867793715884,,0.5439668645459366,0.6155419076745623,0.27852019651624926,0.7604963692692829,1.4037999357781195,1.1967223090542245,0.6149692232289428,0.5174247460023194,0.4182280339850603,,0.1113081166252965,,,1.839604664831483,0.5515876406628768,0.3505153291603479,1.5450632909665658,0.4812933372424594,0.6012240131196072,0.4978493045430337,1.326912130791845,1.408681619858349,,0.38611234355632146,72,GE-OM3-13,Engine,Gasoline,GE-OM3
,0.655050492606708,,0.23115804620300648,,0.7906073621040993,0.473550213778088,0.523411183653157,,0.3936436474855002,0.46214772791370506,,0.6417114445370018,0.5117309317685879,,,0.7348988229045332,0.8431138509966176,,0.5614200991438388,,0.7706942486742925,0.4279662612554622,,0.8889059274918486,0.43071157167134777,0.4649323751936702,,0.6113824238181113,0.5217471929759521,,0.6841995212467445,0.3774847637522313,0.5108552783211711,,0.45849841113827566,0.6736774785764907,0.7452472381295882,0.5788315042109184,0.5826910566886147,0.35193616498828484,0.7721715926143637,0.3472434151362985,0.32816734243856965,0.4114958937103606,0.4747241786831798,0.5019890146557519,0.2038557660826758,0.3428215516288838,0.7694357812286201,1.8904054027479218,0.34060147318863915,0.5408016762988419,0.3903236187268774,0.8712321321208021,1.4276223582644239,,0.42618587230451954,,0.21460603790754537,0.03931140834630222,0.47277275928548906,0.0,1.3947879352171473,,0.684424884667202,1.0352820702981285,0.6027633430734574,0.43024624543689416,1.4849525278358275,,,0.9722713386252851,0.9298901022343508,,0.3150568313219653,0.5626475669511604,0.3919520119454654,0.6898588650449063,0.9534247241430729,0.5987575620914722,1.205363769082898,0.5746773040885915,0.035008078139861995,0.4227115162111396,0.17227401589443045,,0.19498471745416177,,0.3429406463523728,0.2721702861074941,0.30995128511325093,0.047425995586285616,0.16780997929874034,0.4995410112283313,0.784474148236507,1.8629323422736068,,0.24814259166335625,,32,DE-OM2-5,Engine,Diesel,DE-OM2
,0.35581495632800564,0.43388442077960465,0.6310975511136969,0.8174483936165605,0.96350637451372,1.8390933967934324,0.7996244505863467,,0.6908411381450869,,0.6606317330848904,,0.18994218793809894,0.7006986743305468,0.2646867331017663,,0.4605111191828736,0.5256794728496769,0.3122308210132219,0.7462922745803237,,,0.3689725935776974,0.7594496068542381,0.27121282672220204,0.46505597322184916,3.4416416759124395,0.13312912579437036,,,0.5027080670732976,0.6757084105261285,0.6588063312627906,1.2903019673029732,0.4975025804909011,0.6170749671866004,,0.5419245897431574,0.6390438283770948,0.2332435519404454,,1.1347622357525866,0.6823512073562445,0.042347888156329415,,0.22367230282152664,0.4443503701341364,0.4726665422602755,,,0.3880874451869279,0.4630628311490739,0.5854056804905922,0.333544105313194,1.342523882034033,0.5791717716086674,0.6246260010938196,1.4226779609576843,0.3658551094563311,,0.5057394062660752,0.3032301071799333,1.7842265957030083,0.32743297984552855,,1.3696271097562938,0.7762526801383818,0.45518956154816326,,0.4527191803403214,0.419555284151413,,0.30209656420875675,0.5640326362790388,,0.2955560345030795,0.6664301661517122,,0.5061700275272762,,1.3978564286684403,0.6146732106483497,0.723337036603384,0.6353229759264883,,0.6699261295381712,,,1.2798803135306778,0.3365374115439057,0.4248352627576097,0.7081870124365971,0.2536974501110142,0.6331714018806873,0.25538117058629267,1.436276756728902,0.5682010624362174,,0.4353326501779925,33,GE-OM3-4,Engine,Gasoline,GE-OM3
0.35560841508038254,0.626138868616931,0.47826268888231543,0.8607290600152268,0.41246262787002147,0.45530486036940077,1.2505156917395173,0.6672967883127141,,0.45484053109068634,,0.5300612539145366,,0.21659615821768424,0.45096683678561483,0.6881092635462316,0.5618757497277027,,0.44146121542015815,0.46014235905879175,0.47176392162182557,1.7861551831611364,,0.3341049636544908,0.20831342408266593,0.7972124156755,0.9481805428301804,3.483914949113641,0.483603253592731,0.4391575586476389,,0.41205933778939574,0.1355759207300747,0.7378234233524995,1.0,0.24075117954533354,0.5141858186912688,,0.7674626117344441,0.7070745846766009,0.7688195435473716,,1.8527587432090542,0.6662050897945428,0.4559753934482405,,,0.4767960525111365,0.5120232844868503,,,0.35627375198365563,0.7589880385733109,0.6354438725004167,0.23929708108120618,1.6202973544139339,0.43679257599267624,0.3431875624131918,1.525437980941483,0.4507436171682351,0.8458294432117223,0.6258698313561804,0.24357876082910312,1.740571662692918,0.7987256625038227,,1.6371520782604931,0.42744614689558147,0.37744142786860846,,0.2934770181363866,0.44720034164600836,,0.6324137900102763,0.447024645774009,,0.9853386578170019,0.49105188078988143,,0.7195470184316726,,1.6522721316951223,0.1991676124934483,0.05243885276492614,0.37694672065112655,,0.4286140368643065,,,1.9483502560402188,0.5351301498342971,0.2440677283924896,0.3370639871915046,0.7491711141694618,0.6345123410665436,0.41885725968164533,1.535908494305258,,,0.31398021232023493,40,GE-OM3-4,Engine,Gasoline,GE-OM3
0.7523798333257417,0.6192949165462522,0.334273671956303,1.419566901244228,0.4182998862351461,0.25732513434842813,,1.6299711225804219,,0.5847010028056383,,0.729011936832744,,0.5546814720664279,0.5797153910335959,,1.4022944327941747,0.666972526473824,0.9495217419071763,0.5126035038892965,0.3180338805820385,1.5291962288264518,0.7834344604810246,1.0,1.0,0.6659607039372747,0.5323384405341504,3.390359996805773,1.0,0.651423934070543,,,,0.4557282437811204,1.5331524865719173,0.3320068413564132,0.889169756685579,,0.5905444258867496,0.8654513735190295,,,1.5454348799537283,0.24146412730582964,,,0.1637511537418402,0.5650849784478463,1.0,,,0.24443261209672992,0.33819512803883417,0.3233497042785742,0.6465527020452143,1.4918509735478855,0.3654705684239705,0.3072686151048153,,0.0,0.05515516037242083,0.6847060949924014,0.8342969828714057,1.3942989220747957,0.4950722875628715,,2.429785601844853,0.1354062309804152,1.0099507783483601,1.7448714463080641,0.7405669408325721,0.7115034005322795,0.40154308220079743,0.1086723755793169,0.2728148886952587,,0.8344059343211083,0.48856961775150887,0.13915890303180412,0.1770202156715988,1.3423769514091826,1.3543588204361898,0.8567046523043974,0.7300473806090513,1.0,,,,,1.8082735429073533,0.9760017967627859,0.7415581329679899,1.6390547584222896,,0.35111885401872667,0.18863311254124787,1.445831116227439,1.5581382405828097,,0.37773844285759456,72,GE-OM3-12,Engine,Gasoline,GE-OM3
0.3425985165228979,0.3459604587158348,1.0,0.2825289139970268,0.4811959316892299,,0.6316160780165344,0.6866731091781907,,0.3938021677983492,,0.0,,,0.3689457261754002,0.5041945172869295,1.0,0.7949844441136683,,0.6223182861480249,0.858974127294699,0.6366074125026265,0.18477582775260612,0.267935991549825,,,0.28147042435722186,1.726620653884666,0.7381864942972043,0.2837711595804486,,0.30296257056308373,0.789484271902152,,1.4081411678329097,0.5752054892080672,0.7090981784600858,0.46736437210993653,0.5090844415764891,0.4328980791665807,,0.2943291767549222,1.4363010426809812,0.9093520907117442,0.4779816429925049,,0.7229891616473134,0.6165134835136417,,0.6514849964274914,1.5304360794319363,0.6841983938836443,0.541981619674304,0.2606914737851027,0.8062599307710944,1.1132275842677855,0.0,0.7590135345198686,1.6337204643821606,0.4483268343792985,0.17716800020233406,0.5854023430537726,0.3830178759099617,1.426479391729512,0.67418470215605,0.12293056888811739,1.223136026569163,0.8846095063836816,0.3374280245324572,,0.8695315146286811,0.18703154889145596,0.32084004737001975,0.37755563552421956,0.35339120896222426,0.4363586777888532,,0.4109567469096581,,0.29852025400439053,,1.6269321751809032,0.694302809931835,0.0,,,0.6183983702881606,0.5605040393180222,,0.14753554512305897,0.4227375082482571,0.3932331399514418,,0.1896994700189647,0.7212565365557725,0.36031464266789076,1.0773034178829008,0.28113693820351543,,0.31816992716808085,28,GE-OM1-2,Engine,Gasoline,GE-OM1
0.4887966290637092,0.8193508863639464,0.7722815672531813,1.845222869551961,0.9266182341794278,,,1.308322966564904,,0.5136035834687056,,0.33432772345980166,,0.17954283717972028,0.7044037801526599,0.4316241019151533,1.5168357880833585,0.3812368214626828,0.40233462369742296,0.6221172896291014,0.6569470791532479,1.3612234734987687,0.46604487142091183,0.4968634068124444,,0.26753565706609705,0.6625305458192501,3.092882348582966,0.4954153389168953,0.4968196538266958,,0.4564566461515843,0.27360714318385154,,1.424154707646308,0.43247936111688373,0.6903058378295243,,0.4056011407787648,0.48120830578278645,1.434785953625756,,1.3469708920587673,0.0,0.5799769461262615,,0.3413775412569152,0.8393395694378422,0.7241729856843777,,2.379498760120063,0.665045877707915,,0.8437294400763801,0.341586159669167,1.3730445221155123,,0.3877665677552248,1.2945100041134512,0.6331020758144377,0.434980484188593,,0.2205954610340059,1.7571563532481442,,,2.348418717726728,0.9822851358011656,1.5792094949616202,2.80987147084591,0.8289796221953266,,0.16552046579219365,0.4394123551592895,0.3697190932104802,,0.410274586909433,0.2895062066275259,0.5166980810113528,0.8627960688514033,1.260448150454081,1.7333512722949749,0.5238239473044171,0.26188832470974116,0.6476034946665815,,0.6507465431332718,,,1.521310868288288,,0.17908931421447055,1.7389419479734922,0.11775734032840418,0.5613353122198813,0.233515967534513,1.4374790750005115,1.5591381351940334,,0.4723521437331818,68,GE-OM3-13,Engine,Gasoline,GE-OM3
,0.8462349526580054,0.6736257402393773,,,,0.887681974054968,0.3031848668212603,0.6630626008591742,0.45286480859156364,,,0.694938260832508,0.30766883548305834,,0.33768234995116686,,,0.8304328266291747,0.0,0.3461164361350025,0.8334154595384836,0.0,0.3190599730500669,,0.5797639442553808,0.6956190505623291,,0.7158039595418485,0.40151931550746767,0.9248920867316885,0.20248735517755387,1.0,0.3372684429585022,,0.14923597433247732,0.5215757376664846,0.7377798856264388,0.6659626168158489,0.16341479707419299,0.5472811811338167,0.6449519155528043,0.4714086152538118,0.5132137017081891,0.43507452598148,0.9638770331871405,0.2155782542751627,0.5755836129886772,,0.6877245702227824,0.3992626693330488,0.8240939710330125,0.520225512561095,0.03588234789758072,0.2560312688936123,,,0.7656663637323982,1.2450995249026593,0.37719380458063323,0.5861275671938595,1.0,0.836398998246446,1.6217723555906634,0.5395149707995192,0.29913336217937964,,0.8029656459993808,0.0886787672531388,,0.0132345851919725,0.764896062748116,0.5175060932800988,0.608824473673532,,0.5233841895003016,0.24676963057703327,0.16628953977415778,0.3605456959961796,0.91862958920454,0.9077798471060108,0.42927015690443715,0.1565744656380084,0.11098277723524048,,,0.9889968984580285,0.7408082262641644,,0.6822083751399542,0.6232266133338482,0.3651950097652145,0.17568665988174856,0.19697912930845016,0.35690120647646584,,0.6431123102414615,,0.0,,15,DE-OM1-4,Engine,Diesel,DE-OM1
